region;departement;ville;adresse_gare;message_conjoncturel;horaire_guichet;nom_arret;codeuic;type_arret;presence_distributeur_billet;information_acessibilite_pmr;info;presence_metro;info_metro;presence_tramway;info_tramway;presence_bus;info_bus;presence_navette;info_navette;presence_cars;info_complementaire_presence_cars;presence_navette_fluviale;info_navette_fluviale;info_autopartage;presence_parking_velo;presence_parking_moto;presence_parking;info_covoiturage;presence_taxi;info_taxi;info_ligne_ter;lien_info_ligne_ter
bourgogne;Saône et Loire;Paray le Monial;"Place de la Gare
71600 Paray le Monial";;"Le lundi: de 5h15 à 12h00 et de 12h30 à 19h00
Du mardi au samedi: de 9h30 à 17h00
Le dimanche et jours de fête : de 13h45 à 20h15";06 NEVERS-PARAY-LYON;87694687;Gare;oui;Si vous désirez bénéficier du service Accès Plus disponible en gare, réservez au 0.890.640.650 au moins 48 heures avant votre départ (0,11 euro/min);Office du tourisme : 03 85 81 10 92 - Toilettes gratuites sous présentation de votre titre de transport au guichet (accessibles pour les personnes à mobilité réduite)  Distributeur de boissons / friandises  Service objets trouvés  Espace attente  Dépose minute  Boîte aux lettres  Cabine téléphonique (à proximité);non;;non;;NC;;NC;;Non;;NC;;;non;;oui;;oui;;;
bourgogne;Saône et Loire;Remigny;Point d'arrêt desservi par les autocars TER Bourgogne.;;;16 CHAGNY-AUTUN (ligne routière);87739912;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Saône et Loire;St Agnan;;;Point d'arrêt de type halte ferroviaire : absence de guichet.Points de vente le plus proche : gare de DIGOIN;02 MONTCHANIN-MOULINS;87694851;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Saône et Loire;St Symphorien de Marmagne;;;Point d'arrêt de type halte ferroviaire : absence de guichet.Points de vente le plus proche : gare de LE CREUSOT VILLE;04 DIJON-MONTCHANIN-ETANG-AUTUN;87694174;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Saône et Loire;Sully le Chateau;Point d'arrêt desservi par les autocars TER Bourgogne.;;;16 CHAGNY-AUTUN (ligne routière);87712190;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Yonne;Auxerre;"6 Rue Paul Doumer
89000 Auxerre";;"Les guichets sont ouverts :Lundi à vendredi: de 5h15 à 19h45
Samedi: de 5h30 à 18h45 
Dimanche et jours de fête: de 7h15 à 19h45";11 DIJON-LAROCHE-AUXERRE;87683573;Gare;oui;Si vous désirez bénéficier du service Accès Plus disponible en gare, réservez au 0.890.640.650 au moins 48 heures avant votre départ (0,11 euro/min);"- Office du tourisme 
- Buffet avec connexion Wifi
 Vente à emporter
 Distributeurs de boissons chaudes et froides et de friandises
 Presse
 Espace attente
 Point restauration
 Toilettes aménagées personnes en situation de handicap payantes
 Location de voitures
 Abri et accroches vélos
 Cabine photographique automatique
 Cabines téléphoniques
 Boîte aux lettres";non;;non;;oui;"http://www.vivacite.fr/
www.vivacite.fr
www.cg89.fr";NC;;Oui;;Non;;;non;;oui;;oui;www.auxerre.com/votre_ville_documentation.html - Taxi station, Tél: 03.86.46.91.61;Tel : 03 86 52 06 19;
bourgogne;Yonne;Champigny sur Yonne;;;;14 CORBIGNY/AVALLON-PARIS;87683128;Halte Ferroviaire;oui;;;non;;non;;non;;;;;;;;;non;;non;;non;;"L'équipe de ligne Yonne Ile de France vous propose de vous rencontrer autour dun petit café, pour échanger sur lactualité de votre ligne, poser vos questions et faire part de vos commentaires....
Rendez-vous :";
bourgogne;Yonne;Coulanges sur Yonne;;;;14 CORBIGNY/AVALLON-PARIS;87696831;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Yonne;Cussy les Forges;Arrêt routier desservi par les autocars TER Bourgogne.;;;13 AUTUN-AVALLON (ligne routière);87204677;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Yonne;Laroche-Migennes;22 Place Paul BERT89400 Migennes;;"Du lundi au vendredi:de 5h45 à 20h15
Le samedi: de 6h15 à 19h30
Les dimanches et jours fériés: de 8h15 à 21h00";12 - DIJON-LAROCHE-PARIS;87683268;Gare;oui;Si vous désirez bénéficier du service Accès Plus disponible en gare, réservez au 0.890.640.650 au moins 48 heures avant votre départ (0,11 euro/min);Toilettes gratuites sous présentation de votre titre de transport au guichet (accessibles pour les personnes à mobilité réduite)  Distributeurs de boissons / friandises  Espace attente  Service objets trouvés  Point café  2 parkings voitures gratuits  Cabine téléphonique  Boîte aux lettres;non;;non;;non;;NC;;Non;;NC;;;non;;oui;;oui;;"Office de tourisme:
1 place Francois Mitterand 89400 Migennes
Tel : 03.86.80.03.70Location de voitures :
AVIS 
3 rue Paul Doumer 89000 Auxerre (en face de la gare) 
Tel : 03.86.46.83.47";
bourgogne;Yonne;Monéteau Gurgy;"Rue de la Gare
89470 Monéteau Gurgy";;;15 AUXERRE-LAROCHE-PARIS;87683557;Halte Ferroviaire;oui;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Yonne;Sermizelles;"Rue de la gare
89200 Sermizelles";;;14 CORBIGNY/AVALLON-PARIS;87683722;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Yonne;Tonnerre;"Avenue de la gare
89700 Tonnerre";;"Du lundi au vendredi: de 6h00 à 12h45
Du mardi au samedi: de 9h00 à 11h45 et de 13h15 à 17h45
Le dimanche et jours de fêtes: de 13h15 à 20h45";12 - DIJON-LAROCHE-PARIS;87713198;Gare;oui;;Office du tourisme : 03 86 55 14 48 - Toilettes gratuites sous présentation de votre titre de transport au guichet  Distributeur de boissons froides / friandises  Espace attente Cabine téléphonique  Boîte aux lettres;non;;non;;oui;;NC;;Oui;http://www.mobigo-bourgogne.com/Modes-de-Transport/Reseaux-de-transport/Reseau-TransYonne;Non;;;oui;;oui;;oui;Tel : 03.86.55 36 36;;
bourgogne;Yonne;Villeneuve sur Yonne;"100 Avenue du 8 mai 1945
89500 Villeneuve sur Yonne";;"Du lundi au vendredi : de 5h15 à 12h15  
Samedi, Dimanche et les jours de fêtes: fermé";15 AUXERRE-LAROCHE-PARIS;87683219;Gare;oui;;Office du tourisme : 03 86 87 12 52;non;;non;;non;;NC;;Non;;Non;;;oui;;oui;;non;;;
bourgogne;Yonne;Voutenay;;;;14 CORBIGNY/AVALLON-PARIS;87683706;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Seine et Marne;Moret Veneux les Sablons;;;;15 AUXERRE-LAROCHE-PARIS;87682278;Gare;non;;;non;;non;;oui;lien%20vers%20site%20V%C3%A9olia;;;Oui;;;;;non;;non;;non;;;
bourgogne;Paris;Paris Gare de Lyon;"Place Louis Armand
75012 PARIS";;"Du lundi au vendredi : de 06h00 à 20h45
Les samedis : de 06h00 à 20h45
Les dimanches et jours fériés de 09h00 à 20h45";15 AUXERRE-LAROCHE-PARIS;87686006;Gare;oui;Si vous désirez bénéficier du service Accès Plus disponible en gare, réservez au 0.890.640.650 au moins 48 heures avant votre départ (0,11 euro/min).;;oui;http://www.ratp.fr/;non;;oui;http://www.ratp.fr/;;;;;;;;oui;;oui;;oui;"Sortie Diderot / Bercy
Tel : 01 49 36 10 10";;
bourgogne;Rhône;Letra Gabodière;;;;;87409771;Gare;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Rhône;Lyon Part Dieu;"5, place Charles Béraudier
69003 LYON";;"Espace Unique de Vente :
Lundi à jeudi et samedi : 05h15-20h45. 
Vendredi: 05h15 à 21h45 
Samedi: 05h15 à 20h45
Dimanche et fêtes : 06h45-21h45Espace OùRA! :
Lundi au Vendredi : 07h00 - 20h00
Samedu: 09h30 à 16h30
Dimanche et férié:fermé";01 DIJON-MACON-LYON;23197;Gare;oui;Si vous désirez bénéficier du service Accès Plus disponible en gare, réservez au 0.890.640.650 au moins 48 heures avant votre départ (0,11 euro/min).;;oui;Ligne B : Charpennes - Stade de Gerland;oui;"Ligne T1 : Hôtel de Région-Montrochet - Part Dieu - IUT Feyssine
Ligne T3 : Gare Part Dieu Villette - Vaux la soie - Meyzieu Z.I.";oui;"Lignes majeures C1, C2, C6, C7, C9, C13, C25
Bus 25, 37, 38, 70
Lignes départementales 198 et 296";Non;;Non;;Non;;;oui;;oui;;oui;Station taxi tél 04 72 10 86 86 sortie Porte Alpes;;
bourgogne;Rhône;St Nizier d'Azergues;;;;06 NEVERS-PARAY-LYON;87721878;Arrêt Routier;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bourgogne;Ain;Bourg-en-Bresse;"2 avenue Pierre Semard
01000 Bourg en Bresse";;"Lundi à vendredi : 06h00-19h20.
Samedi : 06h40-18h30.
Dimanche et férié : 07h25-19h20";09 DIJON-BOURG EN BRESSE;43005;Gare;oui;Si vous désirez bénéficier du service Accès Plus disponible en gare, réservez au 0.890.640.650 au moins 48 heures avant votre départ (0,11 euro/min).;Location de voiture, Restaurant-buffet-bar, presse relay;non;;non;;oui;;Non;;Non;;Non;;;non;;non;;oui;tél :04 74 21 12 11;;
bretagne;Finistère;Brest;8 place du 19ème régiment d'infanterie - 29200 Brest;;De la gare le lundi au jeudi de 4h20 à 22h50 - le vendredi de 4h20 à 1h45 - samedi de 4h20 à 23h45 - dimanches et fêtes de 7h50 à 23h45.Des guichets du lundi au vendredi de 5h20 à 19h30 - samedi de 6h00 à 18h30 - dimanches et fêtes de 7h50 à 19h50.Cliquez-ici pour tout connaître sur les boutiques de Brest;21 - Saint-Brieuc Lannion Morlaix Brest;87474007;Gare;oui;Gare Accès Plus (0 890 640 650 0,11 TTC la minute) - emplacement Hall d'accueil : 08 90 64 06 50 du lundi au jeudi de 6h20 à 20h00 - vendredi de 6h20 à 20h45 - samedi de 6h20 à 19h30 - dimanches et fêtes de 7h50 à 20h45.Office de tourisme : 02 98 44 24 96 - Location de voitures AVIS : 02 96 37 82 04 - Commerces : Vente Express - Relay presse - Restaurant/Buffet/Bar.;le réseau de bus de Brest métropole Océane BIBUS - Agence : 33 avenue Clémenceau - 29200 Brest - Tél. 02 98 80 30 30. www.bibus.fr  - BIBUS accueil : accueil@bibus.frle réseau Penn Ar Bed;non;;oui;http://www.letram-brest.fr;oui;;Non;;Oui;;Non;;;oui;;oui;;oui;;"Place de la Liberté - BP 91 012 - 29 210 BREST CEDEX 1
tél. 02 98 44 24 96";http://www.brest-metropole-tourisme.fr/
bretagne;Finistère;Brest;8 place du 19ème régiment d'infanterie - 29200 Brest;;De la gare le lundi au jeudi de 4h20 à 22h50 - le vendredi de 4h20 à 1h45 - samedi de 4h20 à 23h45 - dimanches et fêtes de 7h50 à 23h45.Des guichets du lundi au vendredi de 5h20 à 19h30 - samedi de 6h00 à 18h30 - dimanches et fêtes de 7h50 à 19h50.Cliquez-ici pour tout connaître sur les boutiques de Brest;31 - Brest Landerneau Quimper;87474007;Gare;oui;Gare Accès Plus (0 890 640 650 0,11 TTC la minute) - emplacement Hall d'accueil : 08 90 64 06 50 du lundi au jeudi de 6h20 à 20h00 - vendredi de 6h20 à 20h45 - samedi de 6h20 à 19h30 - dimanches et fêtes de 7h50 à 20h45.Office de tourisme : 02 98 44 24 96 - Location de voitures AVIS : 02 96 37 82 04 - Commerces : Vente Express - Relay presse - Restaurant/Buffet/Bar.;le réseau de bus de Brest métropole Océane BIBUS - Agence : 33 avenue Clémenceau - 29200 Brest - Tél. 02 98 80 30 30. www.bibus.fr  - BIBUS accueil : accueil@bibus.frle réseau Penn Ar Bed;non;;oui;http://www.letram-brest.fr;oui;;Non;;Oui;;Non;;;oui;;oui;;oui;;"Place de la Liberté - BP 91 012 - 29 210 BREST CEDEX 1
tél. 02 98 44 24 96";http://www.brest-metropole-tourisme.fr/
bretagne;Finistère;Dirinon;Gare la plus proche : Landerneau;;;31 - Brest Landerneau Quimper;87474015;Halte Ferroviaire;non;;;non;;non;;non;;Non;;Non;;Non;;;non;;oui;;non;;mailto:mairie-dirinon@wanadoo.fr;http://www.dirinon.fr/
bretagne;Finistère;Landerneau;Place de la gare - 29800 Landerneau;;"De la gare : du lundi au jeudi de 5h25 à 21h00 - vendredi de 5h25 à 21h45 - samedi de 6h25 à 21h00 - Dimanches et fêtes de 9h00 à 21h45 - les 14 et 15 juillet de 8h20 à 21h45

Des guichets : les lundis et lendemains de fête de 5h30 à 19h15 - du mardi au vendredi de 6h15 à 19h15 - samedi de 8h20 à 18h45 - les dimanches et fêtes de 10h20 à 12h55 et de 14h50 à 20h05 - les 14 et 15 juillet de 8h25 à 20h05.";22 - Morlaix Landerneau Brest;87474239;Gare;oui;Service accès+ au 0 890 640 650 (0,11 TTC la minute). Offiche du tourisme de Landerneau : 02 98 85 13 09 - Taxis : 06 09 33 43 29 - Commerces : Relay presse.;réseau Penn Ar Bedréseau urbain Ar' Bus, un lien dans la ville :  http://www.ville-landerneau.fr/index.php?rub=39;non;;non;;oui;;Non;;Oui;;Non;;;oui;;oui;;oui;;"Place Général de Gaulle,
29800 LANDERNEAU
Tél : +33 (0)298851309";http://www.tourisme-landerneau-daoulas.fr/
bretagne;Finistère;Morlaix;Place Rol Tanguy - 29600 Morlaix;;De la gare : du lundi au jeudi de 4h30 à 23h30 - le vendredi de 4h30 à 01h20 - le samedi de 4h30 à 23h30 - Les dimanches et fêtes de 8h00 à 0h15.Des guichets : du lundi au vendredi de 8h45 à 19h15 - le samedi de 8h45 à 18h00 - Les dimanches et fêtes de 13h40 à 19h30.;21 - Saint-Brieuc Lannion Morlaix Brest;87474338;Gare;oui;Service accès+ au 0 890 640 650 (0,11 TTC la minute) du lundi au jeudi de 4h30 à 23h30 - le vendredi de 4h30 à 1h20 - samedi de 4h30 à 23h30 - dimanches et fêtes de 8h00 à 0h15.Location de voiture AVIS : 02 98 15 20 05 - Taxis Morlaisiens : 02 98 88 08 32 - Commerces : Presse - Restaurant/Buffet/Bar.;le réseau urbain TIM : www.tim-morlaix.comréseau Penn Ar Bed: http://www.viaoo29.fr/;non;;non;;oui;;Non;;Oui;;Non;;;non;;oui;;oui;;mailto:morlaix@tourisme.morlaix.fr;http://www.tourisme.morlaix.fr/
bretagne;Finistère;Quimper;1 place Louis Armand - 29000 Quimper;;Gare : le lundi de 4h00 à 0h20 - du mardi au jeudi de 5h20 à 0h20 - le vendredi de 5h20 à 1h20 - le samedi de 6h10 à 0h20 - les dimanches et fêtes de 6h20 à 0H20.Guichets : le lundi de 6h00 à 19h00 - du mardi au jeudi de 7h00 à 19h00 - le vendredi de 7h00 à 20h05 - le samedi de 8h00 à 18h00 - les dimanches et fêtes de 10h30 à 19h50.;03 - Brest Quimper Nantes;87474098;Gare;oui;Gare Accès plus au 08 90 64 06 50 - Emplacements de parking aménagés, guichets aménagés, fauteuils roulants - Location de voitures AVIS : 02 98 90 31 34 - Office du tourisme : 02 98 53 04 05 - Commerces : point argent - Relay presse - Restaurant/Buffet/Bar.;"le réseau urbain ""QUB"" - Agence QUB bienvenue@qub.fr - 2 quai de l'Odet - 29000 QUIMPER - Tél. 02 98 95 26 27le réseau départemental Penn Ar Bed";non;;non;;oui;;Non;;Oui;;Non;;;oui;;oui;;oui;Taxis : 02 98 90 21 21;mailto:contact@quimper-tourisme.com;http://www.quimper-tourisme.com/
bretagne;Finistère;Quimperlé;Bd de la gare - 29300 Quimperlé;;"Nouveaux horaires de la gare et des guichets à compter du 1er décembre 2011
De la gare : le lundi de 5h40 à 20h30 - du mardi au vendredi de 6h40 à 20h30 (21h le vendredi) - le samedi de 7h35 à 18h30 - les dimanches et fêtes de 9h55 à 19h55.Des guichets : le lundi de 5h40 à 20h00 - du mardi au vendredi de 6h40 à 20h(20h30 le vendredi) - le samedi de 7h35 à 18h30 - les dimanches et fêtes de 9h55 à 19h45.";18 - Lorient Quimper;87476317;Gare;oui;;"le réseau ""Penn Ar Bed""";non;;non;;oui;"Le réseau de transport du Pays de Quimperlé :
TBK : 30 Bd de la gare  - Tél 02.98.96.76.00";Non;;Non;;Non;;;non;;oui;;non;;mailto:contact@quimperletourisme.com;http://www.quimperletourisme.com/
bretagne;Finistère;Rosporden;Rue des Glycines - 29140 Rosporden;;Du guichet : le lundi de 5h40 à 12h00 et de 13h40 à 19h15 - du mardi au vendredi de 8h à 12h00 et de 14h15 à 17h45 - samedi de 8h40 à 12h00 et de 13h30 à 17h - fermé les dimanche et fêtes.De la gare : du lundi au jeudi de 5h30 à 20h20 (vendredi fermeture à 21h30) - le samedi de 8h40 à 12H00 et de 13H30 à 17H55 - les dimanches et fêtes de 13h40 à 20h50.;02 - Rennes Quimper;87474155;Gare;oui;Gare Accès plus : 08 90 64 06 50 - Emplacements de parking aménagés, fauteuils roulants, toilettes aménagées. Office du tourisme : 02 98 59 27 26 - Taxis : 02 98 59 97 34.;le réseau Penn Ar Bed;non;;non;;non;;Non;;Oui;;Non;;;non;;oui;;oui;;mailto:si-rosporden@laposte.net;http://www.tourisme-paysderosporden.fr/
bretagne;Finistère;St Thégonnec;Gare la plus proche : Morlaix ou Landivisiau.;;;22 - Morlaix Landerneau Brest;87474312;Halte Ferroviaire;non;;;non;;non;;non;;Non;;Non;;Non;;;non;;non;;non;;mailto:stthegonnec@tourisme.morlaix.fr;http://www.tourisme.morlaix.fr/
bretagne;Côtes d'Armor;Guingamp;Rue Paul Bizos.;;De la gare le lundi de 4h25 à 22h45 - mardi au jeudi de 5h20 à 22h45 - vendredi de 5h20 à 0h45 - samedi de 5h30 à 22h45 - dimanche et fêtes de 6h40 à 22h45Des guichets le lundi de 6h25 à 19h50 - mardi au jeudi de 6h25 à 19h00 - vendredi de 6h25 à 19h45 - le samedi de 7h25 à 18h30 - dimanches et fêtes de 12h15 à 20h00.;01 - Rennes Brest;87473207;Gare;oui;Service accès+ au 0 890 640 650 (0,11 TTC la minute) - Service proposé le lundi de 4h30 à 21h00 - mardi au jeudi de 5h30 à 21h00 - vendredi et veille de fêtes de 5h30 à 23h50 - samedi de 6h50 à 20h00 - dimanches et fêtes de 9h00 à 21h40.;"Tibus Réseau des transports interurbains des Côtes d'Armor
- ligne 6 St Brieuc - Lannion,
- ligne 18 Loguivy Plougras - Guingamp,
- ligne 22 Guingamp - Lanvollon - Plouha.Location de voiture possible : 02 96 43 75 17 - Taxis - Commerces : Presse et vente express dans le hall de la gare.";non;;non;;non;;;;;;;;;oui;;oui;;oui;;mailto:otguingamp@wanadoo.fr;http://www.ot-guingamp.org/
bretagne;Côtes d'Armor;Lamballe;4 Boulevard Jobert à Lamballe - 22400 LAMBALLE;;Gare : le lundi de 4H30 à 21H, mardi au samedi de 5H à 21h00 et les dimanches et fêtes de 8h30 à 21h00.Guichets : du lundi au vendredi de 6h15 à 19h45 - le samedi : 6h15-19h - Dimanche et jours fériés : 9h30-20h10.;01 - Rennes Brest;87473108;Gare;oui;Service accès+ au 0 890 640 650 (0,11 TTC la minute) : le lundi de 4H30 à 21H, mardi au samedi de 5H à 21h00 et les dimanches et fêtes de 8h30 à 21h00.;"le Distribus
Réseau départemental d'autocars des Côtes d'Armor : Tibus : ligne 1 Lamballe - St Cast le Guildo - ligne 2 Lamballe - Fréhel - ligne 3 St Brieuc - Hillion - Lamballe.";non;;non;;oui;;;;;;;;;non;;oui;;oui;Possibilité de location de voitures : AVIS - 02 96 78 00 78. TAXIS AU 02 96 31 28 05;mailto:accueil@lamballe-tourisme.com;http://www.lamballe-tourisme.com/
bretagne;Côtes d'Armor;Lamballe;4 Boulevard Jobert à Lamballe - 22400 LAMBALLE;;Gare : le lundi de 4H30 à 21H, mardi au samedi de 5H à 21h00 et les dimanches et fêtes de 8h30 à 21h00.Guichets : du lundi au vendredi de 6h15 à 19h45 - le samedi : 6h15-19h - Dimanche et jours fériés : 9h30-20h10.;24 - Dol de Bretagne Dinan Saint-Brieuc;87473108;Gare;oui;Service accès+ au 0 890 640 650 (0,11 TTC la minute) : le lundi de 4H30 à 21H, mardi au samedi de 5H à 21h00 et les dimanches et fêtes de 8h30 à 21h00.;"le Distribus
Réseau départemental d'autocars des Côtes d'Armor : Tibus : ligne 1 Lamballe - St Cast le Guildo - ligne 2 Lamballe - Fréhel - ligne 3 St Brieuc - Hillion - Lamballe.";non;;non;;oui;;;;;;;;;non;;oui;;oui;Possibilité de location de voitures : AVIS - 02 96 78 00 78. TAXIS AU 02 96 31 28 05;mailto:accueil@lamballe-tourisme.com;http://www.lamballe-tourisme.com/
bretagne;Côtes d'Armor;Plouaret-Trégor;724 place de la gare - 22420 Plouaret;;"Gare: du lundi au jeudi de 4h30 à 21h30 - le vendredi de 4h30 à 23h30 - samedi de 7h00 à 23h10 - dimanches et fêtes de 9h00 à 23h10.
Guichets : le lundi au vendredi 08h45 à 12h45 et 14h00 à 19h30 - le samedi de 9h10 à 19h00 - Dimanches et fêtes de 11h15 à 13h00 et de 14h00 à 19h55.";20 - Lannion Saint-Brieuc;87473181;Gare;oui;Gare Accès Plus - 08 90 64 06 50 du lundi au vendredi de 6h00 à 23h15 - samedi de 6h45 à 23h15 - dimanches et fêtes de 9h00 à 23h15.;;non;;non;;non;;Non;;Non;;Non;;;oui;;oui;;non;;"1 Place de l' Eglise 22420 PLOUARET
Tel 02 96 46 62 02
Fax : 02 96 38 89 67";http://www.plouaret-tregor.fr/
bretagne;Côtes d'Armor;St-Brieuc;"1 place François Mitterrand - 22000 Saint-Brieuc
Ne ratez pas le festival Art Rock à Saint Brieuc";;Gare:  le lundi de 4h10 à 22H30 - du mardi au jeudi de 4h45 à 22H30 - le vendredi de 4h45 à 0H15 - samedi de 5h30 à 22h30 - dimanches et fêtes de 6h00 à 22h40.Guichets : le lundi de 5h45 à 19h00 - du mardi au vendredi de 6h45 à 19h00 - le samedi de 8h45 à 18h30 - dimanche set fêtes de 12h45 à 19h45.;27 - Saint-Brieuc Pontivy Vannes Lorient;87473009;Gare;oui;Service accès+ au 0 890 640 650 (0,11 TTC la minute) le lundi de 4h40 à 22h30 - mardi au jeudi de 4h45 à 22h30 - vendredi de 4h45 à 0h15 - samedi de 5h30 à 22h30 - dimanches et fêtes de 6h00 à 23h40.;Transport urbain de la ville de Saint Brieuc : TUBContact : Point TUB - 8 place Duguesclin - 22000 Saint-Brieuc - Tél : 02 96 33 47 42 - Location de voiture EUROPCAR - 02 96 78 16 12 OU 02 96 78 00 78 - BUS service CABRI 02 96 77 20 00 - TAXIS 02 96 94 70 70 - Commerces : Relay Presse, restaurant/Buffet/Bar.;non;;non;;oui;;;;;;;;;oui;;oui;;oui;;"7 rue Saint-Gouéno
BP 4435
22044 SAINT-BRIEUC Cedex 02
Téléphone : 0 825 00 22 22
ou (+33) 2 96 33 32 50 depuis l'étranger";http://www.baiedesaintbrieuc.com/
bretagne;Côtes d'Armor;Carnoët-Locarn;Gare la plus proche Carhaix ou Guingamp.;;;25b - Carhaix Guingamp;87473561;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bretagne;Côtes d'Armor;La Hisse;Gare la plus proche : Dinan.;;;17 - Rennes Dol de Bretagne Dinan;87478156;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;oui;;non;;;
bretagne;Côtes d'Armor;Le Pas;Gare la plus proche : St Brieuc;;;27 - Saint-Brieuc Pontivy Vannes Lorient;87473348;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bretagne;Côtes d'Armor;Les Mais;Gare la plus proche : Guingamp;;;25b - Carhaix Guingamp;87473587;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bretagne;Côtes d'Armor;Pleudihen sur Rance;Gare la plus proche : Dinan;;;17 - Rennes Dol de Bretagne Dinan;87478149;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;mailto:mairie.pleudihen@wanadoo.fr;http://www.pleudihen.fr/
bretagne;Côtes d'Armor;Trégonneau-Squiffiec;Gare la plus proche : Paimpol ou Guingamp.;;;25 - Paimpol Guingamp;87322347;Halte Ferroviaire;non;;;non;;non;;non;;;;;;;;;non;;non;;non;;;
bretagne;Ille et Vilaine;Betton;route du Mt St Michel 35830 BETTON;;"La gare de Betton est ouverte du lundi au vendredi de 7h10 à 14h10 - La gare de Betton fait partie du concept de ""Gare-Jardin"" .
Cet été fermeture de la gare du 2 au 28 août 2012. 

La visite virtuelle de Betton.Taxis : 08 10 12 12 18.";07 - Rennes Montreuil sur Ille;87471045;Gare;oui;;le réseau urbain STAR http://www.star.fr/le réseau départemental ILLENOO;non;;non;;oui;;;;;;;;;oui;;oui;;non;;mailto:mairie-info@betton.fr;http://www.betton.fr/accueil
bretagne;Ille et Vilaine;Breteil;Gare la plus proche : Rennes;;;10 - Rennes La Brohinière;87471102;Halte Ferroviaire;non;;"le réseau départemental ILLENOO: 
lignes 2: Rennes - Montfort/Meu - Gael";non;;non;;non;;;;;;;;;non;;oui;;non;;;
bretagne;Ille et Vilaine;Cesson-Sévigné;Gare la plus proche : Rennes;;;06 - Rennes Vitré;87334490;Halte Ferroviaire;non;;réseau STAR;non;;non;;non;;;;;;;;;non;;oui;;non;;;
bretagne;Ille et Vilaine;Corps-Nuds;Adresse;;Halte à accès libre.;09 - Rennes Châteaubriant;87471326;Halte Ferroviaire;non;;réseau STAR;non;;non;;non;;;;;;;;;non;;non;;non;;;
bretagne;Ille et Vilaine;Dol de Bretagne;5 place de la gare - 35120 DOL DE BRETAGNE;;"Heures douverture du guichet : lundi de 6h à 20h, mardi au vendredi de 6h30 à 20h, samedi de 10h50 à 18h40, dimanche et fêtes de 12h40 à 20h05.La gare de Dol de Bretagne fait partie du concept de ""gare-jardin"" .

La visite virtuelle de Dol de Bretagne.";30 - Paris Rennes Le Mont St Michel;87478073;Gare;oui;Gare Accès plus : 08 90 64 06 50;le réseau départemental ILLENOO : ligne 17 : St Malo - Fougères;non;;non;;non;;Non;;Non;;Non;;;oui;;oui;;non;;/Regions/bretagne/Fr/Se_deplacer_en_TER/Pendant_mon_voyage/Services_physiques_a_bord_ou_en_gare/Default.aspx;
bretagne;Ille et Vilaine;Dol de Bretagne;5 place de la gare - 35120 DOL DE BRETAGNE;;"Heures douverture du guichet : lundi de 6h à 20h, mardi au vendredi de 6h30 à 20h, samedi de 10h50 à 18h40, dimanche et fêtes de 12h40 à 20h05.La gare de Dol de Bretagne fait partie du concept de ""gare-jardin"" .

La visite virtuelle de Dol de Bretagne.";24 - Dol de Bretagne Dinan Saint-Brieuc;87478073;Gare;oui;Gare Accès plus : 08 90 64 06 50;le réseau départemental ILLENOO : ligne 17 : St Malo - Fougères;non;;non;;non;;Non;;Non;;Non;;;oui;;oui;;non;;/Regions/bretagne/Fr/Se_deplacer_en_TER/Pendant_mon_voyage/Services_physiques_a_bord_ou_en_gare/Default.aspx;
bretagne;Ille et Vilaine;Guichen-Bourg des Comptes;Gare la plus proche : Bruz ou Rennes;;;15 - Rennes Redon;87471151;Halte Ferroviaire;non;;"le réseau départemental ILLENOO: 
- ligne 5b: Rennes - Pléchatele
- ligne 10: Rennes - Pipriac";non;;non;;non;;;;;;;;;non;;oui;;non;;"ligne 5b : Rennes - Pléchatel,
ligne 10 : Rennes - Pipriac.";http://www.illenoo-services.fr/horaires_ligne/index.asp?rub_code=6&trub_id=
